profession,nation,created,count
Primary School Teacher,Wales,2023-03-10,1.7272727272727273
Primary School Teacher,Wales,2023-03-14,1.6363636363636365
Primary School Teacher,Wales,2023-03-22,1.7777777777777777
Primary School Teacher,Wales,2023-03-24,1.7
Retail Assistant,England,2021-04-01,6.0
Retail Assistant,England,2021-04-03,4.5
Retail Assistant,England,2021-04-04,3.6666666666666665
Retail Assistant,England,2021-04-05,4.0
Retail Assistant,England,2021-04-06,4.8
Retail Assistant,England,2021-04-07,4.333333333333333
Retail Assistant,England,2021-04-08,4.571428571428571
Retail Assistant,England,2021-04-09,5.375
Retail Assistant,England,2021-04-10,5.111111111111111
Retail Assistant,England,2021-04-11,5.0
Retail Assistant,England,2021-04-12,5.0
Retail Assistant,England,2021-04-13,5.25
Retail Assistant,England,2021-04-14,5.3076923076923075
Retail Assistant,England,2021-04-15,5.142857142857143
Retail Assistant,England,2021-04-16,4.933333333333334
Retail Assistant,England,2021-04-17,4.8125
Retail Assistant,England,2021-04-19,4.705882352941177
Retail Assistant,England,2021-04-20,4.777777777777778
Retail Assistant,England,2021-04-21,5.105263157894737
Retail Assistant,England,2021-04-22,5.0
Retail Assistant,England,2021-04-23,5.238095238095238
Retail Assistant,England,2021-04-25,5.136363636363637
Retail Assistant,England,2021-04-26,5.173913043478261
Retail Assistant,England,2021-04-27,5.75
Retail Assistant,England,2021-04-28,5.8
Retail Assistant,England,2021-04-29,5.769230769230769
Retail Assistant,England,2021-04-30,6.111111111111111
Retail Assistant,England,2021-05-01,6.074074074074074
Retail Assistant,England,2021-05-02,5.964285714285714
Retail Assistant,England,2021-05-03,6.071428571428571
Retail Assistant,England,2021-05-04,6.428571428571429
Retail Assistant,England,2021-05-05,6.357142857142857
Retail Assistant,England,2021-05-06,6.178571428571429
Retail Assistant,England,2021-05-07,6.428571428571429
Retail Assistant,England,2021-05-09,6.074074074074074
Retail Assistant,England,2021-05-10,6.2592592592592595
Retail Assistant,England,2021-05-11,6.222222222222222
Retail Assistant,England,2021-05-12,7.444444444444445
Retail Assistant,England,2021-05-13,7.296296296296297
Retail Assistant,England,2021-05-14,7.296296296296297
Retail Assistant,England,2021-05-15,7.333333333333333
Retail Assistant,England,2021-05-16,7.333333333333333
Retail Assistant,England,2021-05-17,7.444444444444445
Retail Assistant,England,2021-05-18,7.25
Retail Assistant,England,2021-05-19,7.642857142857143
Retail Assistant,England,2021-05-20,7.535714285714286
Retail Assistant,England,2021-05-21,7.321428571428571
Retail Assistant,England,2021-05-22,7.392857142857143
Retail Assistant,England,2021-05-24,7.142857142857143
Retail Assistant,England,2021-05-25,7.25
Retail Assistant,England,2021-05-26,7.142857142857143
Retail Assistant,England,2021-05-27,6.571428571428571
Retail Assistant,England,2021-05-28,6.392857142857143
Retail Assistant,England,2021-05-31,6.0
Retail Assistant,England,2021-06-01,6.1923076923076925
Retail Assistant,England,2021-06-02,6.115384615384615
Retail Assistant,England,2021-06-03,5.6923076923076925
Retail Assistant,England,2021-06-04,5.730769230769231
Retail Assistant,England,2021-06-05,5.653846153846154
Retail Assistant,England,2021-06-07,5.461538461538462
Retail Assistant,England,2021-06-08,5.6923076923076925
Retail Assistant,England,2021-06-09,5.5
Retail Assistant,England,2021-06-10,5.730769230769231
Retail Assistant,England,2021-06-11,4.3076923076923075
Retail Assistant,England,2021-06-14,4.166666666666667
Retail Assistant,England,2021-06-15,4.291666666666667
Retail Assistant,England,2021-06-16,4.125
Retail Assistant,England,2021-06-17,4.291666666666667
Retail Assistant,England,2021-06-18,3.8333333333333335
Retail Assistant,England,2021-06-19,3.875
Retail Assistant,England,2021-06-20,3.7083333333333335
Retail Assistant,England,2021-06-21,3.625
Retail Assistant,England,2021-06-22,3.76
Retail Assistant,England,2021-06-23,3.96
Retail Assistant,England,2021-06-24,4.48
Retail Assistant,England,2021-06-25,5.04
Retail Assistant,England,2021-06-26,6.84
Retail Assistant,England,2021-06-27,6.92
Retail Assistant,England,2021-06-28,6.846153846153846
Retail Assistant,England,2021-06-29,7.0
Retail Assistant,England,2021-06-30,7.037037037037037
Retail Assistant,England,2021-07-01,6.925925925925926
Retail Assistant,England,2021-07-02,6.888888888888889
Retail Assistant,England,2021-07-03,7.0
Retail Assistant,England,2021-07-05,7.961538461538462
Retail Assistant,England,2021-07-06,7.888888888888889
Retail Assistant,England,2021-07-07,8.296296296296296
Retail Assistant,England,2021-07-08,8.481481481481481
Retail Assistant,England,2021-07-09,8.592592592592593
Retail Assistant,England,2021-07-11,8.615384615384615
Retail Assistant,England,2021-07-12,8.666666666666666
Retail Assistant,England,2021-07-13,9.214285714285714
Retail Assistant,England,2021-07-14,9.571428571428571
Retail Assistant,England,2021-07-15,9.821428571428571
Retail Assistant,England,2021-07-16,10.035714285714286
Retail Assistant,England,2021-07-17,10.285714285714286
Retail Assistant,England,2021-07-18,10.25
Retail Assistant,England,2021-07-19,10.178571428571429
Retail Assistant,England,2021-07-20,10.392857142857142
Retail Assistant,England,2021-07-21,10.535714285714286
Retail Assistant,England,2021-07-22,10.714285714285714
Retail Assistant,England,2021-07-23,10.821428571428571
Retail Assistant,England,2021-07-24,10.214285714285714
Retail Assistant,England,2021-07-25,9.785714285714286
Retail Assistant,England,2021-07-26,8.25
Retail Assistant,England,2021-07-27,8.428571428571429
Retail Assistant,England,2021-07-28,8.428571428571429
Retail Assistant,England,2021-07-29,8.642857142857142
Retail Assistant,England,2021-07-30,8.785714285714286
Retail Assistant,England,2021-07-31,8.75
Retail Assistant,England,2021-08-01,8.678571428571429
Retail Assistant,England,2021-08-02,9.035714285714286
Retail Assistant,England,2021-08-03,9.206896551724139
Retail Assistant,England,2021-08-04,8.862068965517242
Retail Assistant,England,2021-08-05,8.96551724137931
Retail Assistant,England,2021-08-06,8.724137931034482
Retail Assistant,England,2021-08-07,8.620689655172415
Retail Assistant,England,2021-08-09,8.758620689655173
Retail Assistant,England,2021-08-10,9.517241379310345
Retail Assistant,England,2021-08-11,9.517241379310345
Retail Assistant,England,2021-08-12,8.89655172413793
Retail Assistant,England,2021-08-13,8.689655172413794
Retail Assistant,England,2021-08-15,8.321428571428571
Retail Assistant,England,2021-08-16,8.285714285714286
Retail Assistant,England,2021-08-17,8.392857142857142
Retail Assistant,England,2021-08-18,8.678571428571429
Retail Assistant,England,2021-08-19,8.571428571428571
Retail Assistant,England,2021-08-20,8.464285714285714
Retail Assistant,England,2021-08-21,8.071428571428571
Retail Assistant,England,2021-08-23,8.074074074074074
Retail Assistant,England,2021-08-24,8.037037037037036
Retail Assistant,England,2021-08-25,8.037037037037036
Retail Assistant,England,2021-08-26,7.888888888888889
Retail Assistant,England,2021-08-27,8.037037037037036
Retail Assistant,England,2021-08-29,7.5
Retail Assistant,England,2021-08-30,7.384615384615385
Retail Assistant,England,2021-08-31,7.538461538461538
Retail Assistant,England,2021-09-01,7.230769230769231
Retail Assistant,England,2021-09-02,6.769230769230769
Retail Assistant,England,2021-09-03,6.423076923076923
Retail Assistant,England,2021-09-06,6.0
Retail Assistant,England,2021-09-07,5.88
Retail Assistant,England,2021-09-08,5.72
Retail Assistant,England,2021-09-09,4.96
Retail Assistant,England,2021-09-10,4.68
Retail Assistant,England,2021-09-11,4.52
Retail Assistant,England,2021-09-13,4.64
Retail Assistant,England,2021-09-14,4.84
Retail Assistant,England,2021-09-15,4.72
Retail Assistant,England,2021-09-16,4.72
Retail Assistant,England,2021-09-17,4.44
Retail Assistant,England,2021-09-18,4.32
Retail Assistant,England,2021-09-19,4.2
Retail Assistant,England,2021-09-20,4.44
Retail Assistant,England,2021-09-21,4.615384615384615
Retail Assistant,England,2021-09-22,4.8076923076923075
Retail Assistant,England,2021-09-23,4.730769230769231
Retail Assistant,England,2021-09-24,4.769230769230769
Retail Assistant,England,2021-09-26,4.52
Retail Assistant,England,2021-09-27,4.538461538461538
Retail Assistant,England,2021-09-28,4.923076923076923
Retail Assistant,England,2021-09-29,5.269230769230769
Retail Assistant,England,2021-09-30,5.230769230769231
Retail Assistant,England,2021-10-01,5.153846153846154
Retail Assistant,England,2021-10-03,5.16
Retail Assistant,England,2021-10-04,5.230769230769231
Retail Assistant,England,2021-10-05,5.333333333333333
Retail Assistant,England,2021-10-06,5.62962962962963
Retail Assistant,England,2021-10-07,5.62962962962963
Retail Assistant,England,2021-10-08,5.666666666666667
Retail Assistant,England,2021-10-09,5.592592592592593
Retail Assistant,England,2021-10-11,5.961538461538462
Retail Assistant,England,2021-10-12,6.0
Retail Assistant,England,2021-10-13,5.777777777777778
Retail Assistant,England,2021-10-14,5.666666666666667
Retail Assistant,England,2021-10-15,5.481481481481482
Retail Assistant,England,2021-10-16,5.333333333333333
Retail Assistant,England,2021-10-18,5.576923076923077
Retail Assistant,England,2021-10-19,5.615384615384615
Retail Assistant,England,2021-10-20,5.538461538461538
Retail Assistant,England,2021-10-21,5.384615384615385
Retail Assistant,England,2021-10-22,5.153846153846154
Retail Assistant,England,2021-10-23,5.115384615384615
Retail Assistant,England,2021-10-25,5.076923076923077
Retail Assistant,England,2021-10-26,5.846153846153846
Retail Assistant,England,2021-10-27,5.8076923076923075
Retail Assistant,England,2021-10-28,5.769230769230769
Retail Assistant,England,2021-10-29,5.6923076923076925
Retail Assistant,England,2021-10-30,5.576923076923077
Retail Assistant,England,2021-11-01,5.461538461538462
Retail Assistant,England,2021-11-02,6.269230769230769
Retail Assistant,England,2021-11-03,6.8076923076923075
Retail Assistant,England,2021-11-04,6.576923076923077
Retail Assistant,England,2021-11-05,6.3076923076923075
Retail Assistant,England,2021-11-06,6.3076923076923075
Retail Assistant,England,2021-11-07,6.076923076923077
Retail Assistant,England,2021-11-08,6.230769230769231
Retail Assistant,England,2021-11-09,6.222222222222222
Retail Assistant,England,2021-11-10,6.0
Retail Assistant,England,2021-11-11,5.925925925925926
Retail Assistant,England,2021-11-12,5.925925925925926
Retail Assistant,England,2021-11-15,6.36
Retail Assistant,England,2021-11-16,6.269230769230769
Retail Assistant,England,2021-11-18,6.56
Retail Assistant,England,2021-11-19,6.52
Retail Assistant,England,2021-11-22,6.739130434782608
Retail Assistant,England,2021-11-23,7.083333333333333
Retail Assistant,England,2021-11-24,6.916666666666667
Retail Assistant,England,2021-11-25,6.25
Retail Assistant,England,2021-11-26,6.375
Retail Assistant,England,2021-11-28,5.869565217391305
Retail Assistant,England,2021-11-29,6.0
Retail Assistant,England,2021-11-30,6.0
Retail Assistant,England,2021-12-01,6.125
Retail Assistant,England,2021-12-02,5.5
Retail Assistant,England,2021-12-03,4.666666666666667
Retail Assistant,England,2021-12-05,4.6521739130434785
Retail Assistant,England,2021-12-06,4.565217391304348
Retail Assistant,England,2021-12-07,4.739130434782608
Retail Assistant,England,2021-12-08,5.434782608695652
Retail Assistant,England,2021-12-09,6.478260869565218
Retail Assistant,England,2021-12-10,6.478260869565218
Retail Assistant,England,2021-12-13,6.545454545454546
Retail Assistant,England,2021-12-14,6.782608695652174
Retail Assistant,England,2021-12-15,6.521739130434782
Retail Assistant,England,2021-12-16,6.521739130434782
Retail Assistant,England,2021-12-20,6.363636363636363
Retail Assistant,England,2021-12-21,6.260869565217392
Retail Assistant,England,2021-12-22,6.304347826086956
Retail Assistant,England,2021-12-23,5.695652173913044
Retail Assistant,England,2021-12-24,5.695652173913044
Retail Assistant,England,2021-12-29,5.75
Retail Assistant,England,2021-12-30,5.55
Retail Assistant,England,2021-12-31,5.45
Retail Assistant,England,2022-01-02,5.368421052631579
Retail Assistant,England,2022-01-04,6.157894736842105
Retail Assistant,England,2022-01-05,6.473684210526316
Retail Assistant,England,2022-01-06,6.684210526315789
Retail Assistant,England,2022-01-07,5.684210526315789
Retail Assistant,England,2022-01-08,4.2631578947368425
Retail Assistant,England,2022-01-10,4.421052631578948
Retail Assistant,England,2022-01-11,4.65
Retail Assistant,England,2022-01-12,4.65
Retail Assistant,England,2022-01-13,4.3
Retail Assistant,England,2022-01-17,4.578947368421052
Retail Assistant,England,2022-01-18,4.5
Retail Assistant,England,2022-01-19,4.65
Retail Assistant,England,2022-01-20,4.7
Retail Assistant,England,2022-01-21,4.7
Retail Assistant,England,2022-01-22,4.7
Retail Assistant,England,2022-01-23,4.7
Retail Assistant,England,2022-01-24,4.571428571428571
Retail Assistant,England,2022-01-25,4.636363636363637
Retail Assistant,England,2022-01-26,4.521739130434782
Retail Assistant,England,2022-01-27,4.458333333333333
Retail Assistant,England,2022-01-28,4.458333333333333
Retail Assistant,England,2022-01-31,4.6521739130434785
Retail Assistant,England,2022-02-01,4.869565217391305
Retail Assistant,England,2022-02-02,5.5
Retail Assistant,England,2022-02-03,5.0
Retail Assistant,England,2022-02-04,4.916666666666667
Retail Assistant,England,2022-02-07,4.818181818181818
Retail Assistant,England,2022-02-08,4.826086956521739
Retail Assistant,England,2022-02-09,4.826086956521739
Retail Assistant,England,2022-02-10,4.6521739130434785
Retail Assistant,England,2022-02-11,4.913043478260869
Retail Assistant,England,2022-02-13,4.739130434782608
Retail Assistant,England,2022-02-14,4.791666666666667
Retail Assistant,England,2022-02-15,4.8
Retail Assistant,England,2022-02-16,4.64
Retail Assistant,England,2022-02-17,4.64
Retail Assistant,England,2022-02-18,4.52
Retail Assistant,England,2022-02-21,4.695652173913044
Retail Assistant,England,2022-02-22,4.782608695652174
Retail Assistant,England,2022-02-23,4.869565217391305
Retail Assistant,England,2022-02-24,4.826086956521739
Retail Assistant,England,2022-02-25,5.043478260869565
Retail Assistant,England,2022-02-27,5.045454545454546
Retail Assistant,England,2022-02-28,4.913043478260869
Retail Assistant,England,2022-03-01,5.0
Retail Assistant,England,2022-03-02,5.0
Retail Assistant,England,2022-03-03,5.208333333333333
Retail Assistant,England,2022-03-04,4.458333333333333
Retail Assistant,England,2022-03-07,4.478260869565218
Retail Assistant,England,2022-03-08,4.791666666666667
Retail Assistant,England,2022-03-09,4.75
Retail Assistant,England,2022-03-10,4.708333333333333
Retail Assistant,England,2022-03-11,4.583333333333333
Retail Assistant,England,2022-03-12,4.416666666666667
Retail Assistant,England,2022-03-13,4.083333333333333
Retail Assistant,England,2022-03-14,4.08
Retail Assistant,England,2022-03-15,4.24
Retail Assistant,England,2022-03-16,4.08
Retail Assistant,England,2022-03-17,4.0
Retail Assistant,England,2022-03-18,4.0
Retail Assistant,England,2022-03-20,4.041666666666667
Retail Assistant,England,2022-03-21,4.28
Retail Assistant,England,2022-03-22,4.346153846153846
Retail Assistant,England,2022-03-23,4.384615384615385
Retail Assistant,England,2022-03-24,4.461538461538462
Retail Assistant,England,2022-03-25,4.730769230769231
Retail Assistant,England,2022-03-27,4.52
Retail Assistant,England,2022-03-28,4.653846153846154
Retail Assistant,England,2022-03-29,4.769230769230769
Retail Assistant,England,2022-03-30,4.961538461538462
Retail Assistant,England,2022-03-31,5.076923076923077
Retail Assistant,England,2022-04-01,5.5
Retail Assistant,England,2022-04-02,5.115384615384615
Retail Assistant,England,2022-04-04,5.115384615384615
Retail Assistant,England,2022-04-05,5.222222222222222
Retail Assistant,England,2022-04-06,5.074074074074074
Retail Assistant,England,2022-04-07,4.851851851851852
Retail Assistant,England,2022-04-08,4.851851851851852
Retail Assistant,England,2022-04-10,4.923076923076923
Retail Assistant,England,2022-04-11,5.0
Retail Assistant,England,2022-04-12,5.076923076923077
Retail Assistant,England,2022-04-13,4.961538461538462
Retail Assistant,England,2022-04-14,4.884615384615385
Retail Assistant,England,2022-04-15,4.884615384615385
Retail Assistant,England,2022-04-17,4.92
Retail Assistant,England,2022-04-18,4.769230769230769
Retail Assistant,England,2022-04-19,4.769230769230769
Retail Assistant,England,2022-04-20,4.538461538461538
Retail Assistant,England,2022-04-21,4.5
Retail Assistant,England,2022-04-22,4.346153846153846
Retail Assistant,England,2022-04-25,4.2
Retail Assistant,England,2022-04-26,4.48
Retail Assistant,England,2022-04-27,4.48
Retail Assistant,England,2022-04-28,4.52
Retail Assistant,England,2022-04-29,4.52
Retail Assistant,England,2022-04-30,4.16
Retail Assistant,England,2022-05-02,3.75
Retail Assistant,England,2022-05-03,3.72
Retail Assistant,England,2022-05-04,3.8
Retail Assistant,England,2022-05-05,3.88
Retail Assistant,England,2022-05-06,4.0
Retail Assistant,England,2022-05-09,4.0
Retail Assistant,England,2022-05-10,4.291666666666667
Retail Assistant,England,2022-05-11,4.291666666666667
Retail Assistant,England,2022-05-12,4.416666666666667
Retail Assistant,England,2022-05-13,4.75
Retail Assistant,England,2022-05-14,4.666666666666667
Retail Assistant,England,2022-05-15,4.625
Retail Assistant,England,2022-05-16,5.2
Retail Assistant,England,2022-05-17,5.48
Retail Assistant,England,2022-05-18,5.76
Retail Assistant,England,2022-05-19,5.96
Retail Assistant,England,2022-05-20,6.2
Retail Assistant,England,2022-05-23,6.333333333333333
Retail Assistant,England,2022-05-24,6.48
Retail Assistant,England,2022-05-25,6.56
Retail Assistant,England,2022-05-26,7.96
Retail Assistant,England,2022-05-27,8.24
Retail Assistant,England,2022-05-28,8.08
Retail Assistant,England,2022-05-30,8.875
Retail Assistant,England,2022-05-31,8.64
Retail Assistant,England,2022-06-01,9.08
Retail Assistant,England,2022-06-03,9.208333333333334
Retail Assistant,England,2022-06-04,8.833333333333334
Retail Assistant,England,2022-06-06,9.458333333333334
Retail Assistant,England,2022-06-07,9.24
Retail Assistant,England,2022-06-08,9.28
Retail Assistant,England,2022-06-09,9.0
Retail Assistant,England,2022-06-10,9.24
Retail Assistant,England,2022-06-12,9.041666666666666
Retail Assistant,England,2022-06-13,9.208333333333334
Retail Assistant,England,2022-06-14,9.583333333333334
Retail Assistant,England,2022-06-15,9.0
Retail Assistant,England,2022-06-16,9.333333333333334
Retail Assistant,England,2022-06-17,9.291666666666666
Retail Assistant,England,2022-06-19,9.0
Retail Assistant,England,2022-06-20,9.0
Retail Assistant,England,2022-06-21,8.8
Retail Assistant,England,2022-06-22,9.12
Retail Assistant,England,2022-06-23,9.0
Retail Assistant,England,2022-06-24,8.84
Retail Assistant,England,2022-06-27,7.3478260869565215
Retail Assistant,England,2022-06-28,7.25
Retail Assistant,England,2022-06-29,6.666666666666667
Retail Assistant,England,2022-06-30,6.875
Retail Assistant,England,2022-07-01,6.666666666666667
Retail Assistant,England,2022-07-02,6.44
Retail Assistant,England,2022-07-03,6.44
Retail Assistant,England,2022-07-04,6.68
Retail Assistant,England,2022-07-05,6.5
Retail Assistant,England,2022-07-06,6.269230769230769
Retail Assistant,England,2022-07-07,6.423076923076923
Retail Assistant,England,2022-07-08,6.846153846153846
Retail Assistant,England,2022-07-10,6.64
Retail Assistant,England,2022-07-11,6.5
Retail Assistant,England,2022-07-12,6.6923076923076925
Retail Assistant,England,2022-07-13,7.1923076923076925
Retail Assistant,England,2022-07-14,6.961538461538462
Retail Assistant,England,2022-07-15,6.884615384615385
Retail Assistant,England,2022-07-18,6.48
Retail Assistant,England,2022-07-19,6.76
Retail Assistant,England,2022-07-20,6.92
Retail Assistant,England,2022-07-21,6.88
Retail Assistant,England,2022-07-22,6.6
Retail Assistant,England,2022-07-23,6.4
Retail Assistant,England,2022-07-24,6.24
Retail Assistant,England,2022-07-25,6.230769230769231
Retail Assistant,England,2022-07-26,6.37037037037037
Retail Assistant,England,2022-07-27,7.481481481481482
Retail Assistant,England,2022-07-28,7.444444444444445
Retail Assistant,England,2022-07-29,7.444444444444445
Retail Assistant,England,2022-07-30,7.185185185185185
Retail Assistant,England,2022-07-31,7.037037037037037
Retail Assistant,England,2022-08-01,7.2592592592592595
Retail Assistant,England,2022-08-02,7.481481481481482
Retail Assistant,England,2022-08-03,7.481481481481482
Retail Assistant,England,2022-08-04,7.666666666666667
Retail Assistant,England,2022-08-05,7.518518518518518
Retail Assistant,England,2022-08-06,7.37037037037037
Retail Assistant,England,2022-08-07,6.777777777777778
Retail Assistant,England,2022-08-08,6.928571428571429
Retail Assistant,England,2022-08-09,7.535714285714286
Retail Assistant,England,2022-08-10,7.464285714285714
Retail Assistant,England,2022-08-11,7.464285714285714
Retail Assistant,England,2022-08-12,7.071428571428571
Retail Assistant,England,2022-08-13,6.964285714285714
Retail Assistant,England,2022-08-14,6.928571428571429
Retail Assistant,England,2022-08-15,6.896551724137931
Retail Assistant,England,2022-08-16,6.866666666666666
Retail Assistant,England,2022-08-17,6.866666666666666
Retail Assistant,England,2022-08-18,6.666666666666667
Retail Assistant,England,2022-08-19,6.533333333333333
Retail Assistant,England,2022-08-21,6.551724137931035
Retail Assistant,England,2022-08-22,6.620689655172414
Retail Assistant,England,2022-08-23,6.620689655172414
Retail Assistant,England,2022-08-24,6.689655172413793
Retail Assistant,England,2022-08-25,6.586206896551724
Retail Assistant,England,2022-08-26,5.620689655172414
Retail Assistant,England,2022-08-27,5.655172413793103
Retail Assistant,England,2022-08-29,5.75
Retail Assistant,England,2022-08-30,5.892857142857143
Retail Assistant,England,2022-08-31,5.75
Retail Assistant,England,2022-09-01,5.75
Retail Assistant,England,2022-09-02,5.607142857142857
Retail Assistant,England,2022-09-04,5.296296296296297
Retail Assistant,England,2022-09-05,5.481481481481482
Retail Assistant,England,2022-09-06,5.518518518518518
Retail Assistant,England,2022-09-07,5.222222222222222
Retail Assistant,England,2022-09-08,4.888888888888889
Retail Assistant,England,2022-09-09,5.111111111111111
Retail Assistant,England,2022-09-10,4.925925925925926
Retail Assistant,England,2022-09-11,4.7407407407407405
Retail Assistant,England,2022-09-12,4.962962962962963
Retail Assistant,England,2022-09-13,5.0
Retail Assistant,England,2022-09-14,4.962962962962963
Retail Assistant,England,2022-09-15,4.851851851851852
Retail Assistant,England,2022-09-16,4.7407407407407405
Retail Assistant,England,2022-09-19,4.576923076923077
Retail Assistant,England,2022-09-20,4.884615384615385
Retail Assistant,England,2022-09-21,4.961538461538462
Retail Assistant,England,2022-09-22,5.0
Retail Assistant,England,2022-09-23,5.038461538461538
Retail Assistant,England,2022-09-24,4.8076923076923075
Retail Assistant,England,2022-09-26,4.96
Retail Assistant,England,2022-09-27,4.961538461538462
Retail Assistant,England,2022-09-28,5.384615384615385
Retail Assistant,England,2022-09-29,5.230769230769231
Retail Assistant,England,2022-09-30,5.3076923076923075
Retail Assistant,England,2022-10-01,5.076923076923077
Retail Assistant,England,2022-10-02,5.038461538461538
Retail Assistant,England,2022-10-03,5.148148148148148
Retail Assistant,England,2022-10-04,5.444444444444445
Retail Assistant,England,2022-10-05,5.148148148148148
Retail Assistant,England,2022-10-06,5.444444444444445
Retail Assistant,England,2022-10-07,5.703703703703703
Retail Assistant,England,2022-10-10,6.04
Retail Assistant,England,2022-10-11,6.28
Retail Assistant,England,2022-10-12,6.24
Retail Assistant,England,2022-10-13,6.32
Retail Assistant,England,2022-10-14,6.52
Retail Assistant,England,2022-10-15,6.44
Retail Assistant,England,2022-10-17,6.76
Retail Assistant,England,2022-10-18,6.884615384615385
Retail Assistant,England,2022-10-19,6.923076923076923
Retail Assistant,England,2022-10-20,6.6923076923076925
Retail Assistant,England,2022-10-21,6.615384615384615
Retail Assistant,England,2022-10-24,6.833333333333333
Retail Assistant,England,2022-10-25,6.76
Retail Assistant,England,2022-10-26,6.4
Retail Assistant,England,2022-10-27,6.4
Retail Assistant,England,2022-10-28,5.96
Retail Assistant,England,2022-10-31,6.217391304347826
Retail Assistant,England,2022-11-01,6.695652173913044
Retail Assistant,England,2022-11-02,6.478260869565218
Retail Assistant,England,2022-11-03,6.565217391304348
Retail Assistant,England,2022-11-04,6.956521739130435
Retail Assistant,England,2022-11-05,6.695652173913044
Retail Assistant,England,2022-11-07,6.391304347826087
Retail Assistant,England,2022-11-08,6.625
Retail Assistant,England,2022-11-09,6.291666666666667
Retail Assistant,England,2022-11-10,6.416666666666667
Retail Assistant,England,2022-11-11,6.375
Retail Assistant,England,2022-11-14,6.409090909090909
Retail Assistant,England,2022-11-15,8.91304347826087
Retail Assistant,England,2022-11-16,8.73913043478261
Retail Assistant,England,2022-11-17,10.173913043478262
Retail Assistant,England,2022-11-18,10.26086956521739
Retail Assistant,England,2022-11-19,10.782608695652174
Retail Assistant,England,2022-11-21,10.782608695652174
Retail Assistant,England,2022-11-22,10.375
Retail Assistant,England,2022-11-23,10.291666666666666
Retail Assistant,England,2022-11-24,10.291666666666666
Retail Assistant,England,2022-11-25,10.375
Retail Assistant,England,2022-11-27,10.565217391304348
Retail Assistant,England,2022-11-28,10.25
Retail Assistant,England,2022-11-29,10.0
Retail Assistant,England,2022-11-30,10.2
Retail Assistant,England,2022-12-01,11.24
Retail Assistant,England,2022-12-02,11.6
Retail Assistant,England,2022-12-05,11.652173913043478
Retail Assistant,England,2022-12-06,11.333333333333334
Retail Assistant,England,2022-12-07,11.666666666666666
Retail Assistant,England,2022-12-08,11.375
Retail Assistant,England,2022-12-09,11.166666666666666
Retail Assistant,England,2022-12-11,11.0
Retail Assistant,England,2022-12-12,10.875
Retail Assistant,England,2022-12-13,10.88
Retail Assistant,England,2022-12-14,10.88
Retail Assistant,England,2022-12-16,8.416666666666666
Retail Assistant,England,2022-12-17,6.666666666666667
Retail Assistant,England,2022-12-18,6.5
Retail Assistant,England,2022-12-20,5.958333333333333
Retail Assistant,England,2022-12-21,5.833333333333333
Retail Assistant,England,2022-12-22,6.083333333333333
Retail Assistant,England,2022-12-28,6.35
Retail Assistant,England,2022-12-29,6.6
Retail Assistant,England,2022-12-30,6.55
Retail Assistant,England,2023-01-01,4.315789473684211
Retail Assistant,England,2023-01-02,4.15
Retail Assistant,England,2023-01-03,4.190476190476191
Retail Assistant,England,2023-01-04,4.238095238095238
Retail Assistant,England,2023-01-05,4.095238095238095
Retail Assistant,England,2023-01-06,3.7142857142857144
Retail Assistant,England,2023-01-07,3.5238095238095237
Retail Assistant,England,2023-01-09,3.5714285714285716
Retail Assistant,England,2023-01-10,3.6666666666666665
Retail Assistant,England,2023-01-11,3.5238095238095237
Retail Assistant,England,2023-01-12,3.0952380952380953
Retail Assistant,England,2023-01-13,3.0952380952380953
Retail Assistant,England,2023-01-17,3.5789473684210527
Retail Assistant,England,2023-01-18,3.65
Retail Assistant,England,2023-01-20,3.8421052631578947
Retail Assistant,England,2023-01-21,3.526315789473684
Retail Assistant,England,2023-01-23,3.5
Retail Assistant,England,2023-01-24,3.380952380952381
Retail Assistant,England,2023-01-25,3.272727272727273
Retail Assistant,England,2023-01-26,3.347826086956522
Retail Assistant,England,2023-01-27,3.347826086956522
Retail Assistant,England,2023-01-30,2.772727272727273
Retail Assistant,England,2023-01-31,2.727272727272727
Retail Assistant,England,2023-02-01,2.772727272727273
Retail Assistant,England,2023-02-02,2.8636363636363638
Retail Assistant,England,2023-02-03,2.727272727272727
Retail Assistant,England,2023-02-04,2.772727272727273
Retail Assistant,England,2023-02-05,2.6818181818181817
Retail Assistant,England,2023-02-06,2.727272727272727
Retail Assistant,England,2023-02-07,2.652173913043478
Retail Assistant,England,2023-02-08,2.652173913043478
Retail Assistant,England,2023-02-09,2.8260869565217392
Retail Assistant,England,2023-02-10,2.782608695652174
Retail Assistant,England,2023-02-13,2.6818181818181817
Retail Assistant,England,2023-02-14,2.739130434782609
Retail Assistant,England,2023-02-15,2.6666666666666665
Retail Assistant,England,2023-02-16,2.4583333333333335
Retail Assistant,England,2023-02-17,2.3333333333333335
Retail Assistant,England,2023-02-18,2.32
Retail Assistant,England,2023-02-19,2.32
Retail Assistant,England,2023-02-21,2.44
Retail Assistant,England,2023-02-22,2.44
Retail Assistant,England,2023-02-24,2.5
Retail Assistant,England,2023-02-27,2.391304347826087
Retail Assistant,England,2023-02-28,2.625
Retail Assistant,England,2023-03-01,2.7083333333333335
Retail Assistant,England,2023-03-02,2.7916666666666665
Retail Assistant,England,2023-03-04,2.5652173913043477
Retail Assistant,England,2023-03-05,2.5217391304347827
Retail Assistant,England,2023-03-06,2.5652173913043477
Retail Assistant,England,2023-03-07,2.6956521739130435
