profession,Qualification Level,nation,salary_type,salary
Early Years Practitioner,3.0,,Max,28218.01
Early Years Practitioner,6.0,England,Max,44678.51
Early Years Practitioner,6.0,,Max,57846.92
Early Years Practitioner,3.0,England,Max,43502.76
Early Years Practitioner,3.0,England,Max,42327.01
Early Years Practitioner,3.0,England,Max,25984.08
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,6.0,England,Max,45854.26
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,6.0,,Max,55848.14
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,23279.86
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,,Max,57141.47
Early Years Practitioner,3.0,England,Max,24455.61
Early Years Practitioner,3.0,England,Max,22950.06
Early Years Practitioner,3.0,England,Max,41360.55
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,21163.51
Early Years Practitioner,2.0,England,Max,25984.08
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,48911.22
Early Years Practitioner,3.0,England,Max,15049.6
Early Years Practitioner,3.0,England,Max,26383.84
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,24073.49
Early Years Practitioner,6.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,22950.06
Early Years Practitioner,6.0,,Max,
Early Years Practitioner,3.0,England,Max,21379.84
Early Years Practitioner,2.0,England,Max,25433.83
Early Years Practitioner,2.0,England,Max,23018.84
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,25278.63
Early Years Practitioner,3.0,England,Max,34096.76
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,45854.26
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,20794.91
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,27365.59
Early Years Practitioner,3.0,,Max,31157.38
Early Years Practitioner,3.0,England,Max,44678.51
Early Years Practitioner,3.0,England,Max,19870.18
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27630.13
Early Years Practitioner,6.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,27336.2
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,24126.4
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,2.0,England,Max,22865.99
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,33626.46
Early Years Practitioner,3.0,England,Max,25278.63
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,42327.01
Early Years Practitioner,2.0,England,Max,29805.27
Early Years Practitioner,6.0,England,Max,42327.01
Early Years Practitioner,6.0,England,Max,42327.01
Early Years Practitioner,3.0,England,Max,25984.08
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,6.0,England,Max,56553.59
Early Years Practitioner,3.0,England,Max,27054.02
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,22339.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,24088.77
Early Years Practitioner,6.0,England,Max,50439.69
Early Years Practitioner,6.0,England,Max,50439.69
Early Years Practitioner,6.0,England,Max,42327.01
Early Years Practitioner,6.0,England,Max,42327.01
Early Years Practitioner,3.0,England,Max,26435.57
Early Years Practitioner,2.0,England,Max,24650.78
Early Years Practitioner,3.0,England,Max,25653.7
Early Years Practitioner,3.0,England,Max,26313.29
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,35284.27
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27630.13
Early Years Practitioner,2.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,2.0,England,Max,20428.07
Early Years Practitioner,6.0,Scotland,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,6.0,England,Max,50115.18
Early Years Practitioner,3.0,England,Max,21856.02
Early Years Practitioner,2.0,England,Max,20634.42
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,22927.13
Early Years Practitioner,6.0,England,Max,39740.36
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,45854.26
Early Years Practitioner,3.0,England,Max,27971.1
Early Years Practitioner,2.0,England,Max,27971.1
Early Years Practitioner,2.0,England,Max,27971.1
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,32921.01
Early Years Practitioner,3.0,England,Max,21780.78
Early Years Practitioner,3.0,England,Max,47030.01
Early Years Practitioner,6.0,England,Max,76423.77
Early Years Practitioner,3.0,England,Max,28805.88
Early Years Practitioner,3.0,England,Max,35284.27
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,22339.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,39152.49
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,31670.01
Early Years Practitioner,3.0,,Max,41151.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,,Max,41151.26
Early Years Practitioner,3.0,England,Max,26818.87
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,,Max,29393.76
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,34096.76
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,28805.88
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,25543.18
Early Years Practitioner,2.0,England,Max,23515.01
Early Years Practitioner,6.0,England,Max,44883.09
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,2.0,England,Max,15966.69
Early Years Practitioner,2.0,England,Max,17362.31
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,52908.77
Early Years Practitioner,3.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,23297.49
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,6.0,England,Max,29805.27
Early Years Practitioner,6.0,,Max,50115.18
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,19851.84
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,21780.78
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,23955.91
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,,Max,
Early Years Practitioner,6.0,England,Max,45854.26
Early Years Practitioner,3.0,England,Max,34096.76
Early Years Practitioner,3.0,England,Max,32333.14
Early Years Practitioner,3.0,England,Max,32097.99
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,28658.92
Early Years Practitioner,3.0,England,Max,37624.01
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,29805.27
Early Years Practitioner,6.0,England,Max,48358.61
Early Years Practitioner,6.0,England,Max,48358.61
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,57317.83
Early Years Practitioner,6.0,England,Max,24455.61
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,21163.51
Early Years Practitioner,3.0,England,Max,24073.49
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,50439.69
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,6.0,England,Max,42797.31
Early Years Practitioner,2.0,England,Max,20175.88
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,England,Max,50115.18
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,32921.01
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,32369.58
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,31157.38
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,21780.78
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,22950.06
Early Years Practitioner,3.0,England,Max,22950.06
Early Years Practitioner,3.0,England,Max,22950.06
Early Years Practitioner,6.0,England,Max,40563.39
Early Years Practitioner,3.0,England,Max,20634.42
Early Years Practitioner,3.0,England,Max,20634.42
Early Years Practitioner,3.0,England,Max,20634.42
Early Years Practitioner,3.0,England,Max,20634.42
Early Years Practitioner,3.0,England,Max,21092.96
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,25653.7
Early Years Practitioner,3.0,England,Max,26313.29
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,2.0,England,Max,13756.28
Early Years Practitioner,3.0,England,Max,13756.28
Early Years Practitioner,2.0,England,Max,14109.0
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,20932.47
Early Years Practitioner,3.0,England,Max,22216.39
Early Years Practitioner,3.0,England,Max,31670.01
Early Years Practitioner,3.0,England,Max,35284.27
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,24455.61
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,25278.63
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,28658.92
Early Years Practitioner,3.0,England,Max,22339.26
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,2.0,England,Max,34390.7
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,50439.69
Early Years Practitioner,6.0,England,Max,47030.01
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,21398.66
Early Years Practitioner,3.0,England,Max,23575.21
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,23575.21
Early Years Practitioner,6.0,,Max,
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,24797.75
Early Years Practitioner,3.0,England,Max,27732.42
Early Years Practitioner,3.0,England,Max,32921.01
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,27048.14
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,48911.22
Early Years Practitioner,3.0,England,Max,21398.66
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,23574.97
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,2.0,England,Max,23232.83
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,21780.78
Early Years Practitioner,6.0,England,Max,47382.74
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,27512.56
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,25278.63
Early Years Practitioner,3.0,England,Max,32921.01
Early Years Practitioner,6.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,29805.27
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,48661.96
Early Years Practitioner,3.0,,Max,27512.56
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,6.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,2.0,England,Max,24455.61
Early Years Practitioner,3.0,England,Max,29232.09
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,36448.26
Early Years Practitioner,3.0,England,Max,24033.51
Early Years Practitioner,3.0,England,Max,24455.61
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,25984.08
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,2.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,23574.97
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,27420.85
Early Years Practitioner,3.0,England,Max,21824.28
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,28805.88
Early Years Practitioner,3.0,England,Max,30569.51
Early Years Practitioner,3.0,England,Max,26366.2
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,6.0,England,Max,29981.63
Early Years Practitioner,3.0,England,Max,42327.01
Early Years Practitioner,6.0,England,Max,24455.61
Early Years Practitioner,3.0,England,Max,24455.61
Early Years Practitioner,6.0,England,Max,36683.41
Early Years Practitioner,3.0,England,Max,22809.56
Early Years Practitioner,3.0,England,Max,24102.88
Early Years Practitioner,3.0,England,Max,44678.51
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,19870.18
Early Years Practitioner,6.0,England,Max,42797.31
Early Years Practitioner,6.0,,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,29981.63
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,47030.01
Early Years Practitioner,3.0,England,Max,26571.96
Early Years Practitioner,6.0,England,Max,30569.51
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,22735.48
Early Years Practitioner,2.0,,Max,29209.17
Early Years Practitioner,6.0,England,Max,47030.01
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,31157.38
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,26366.2
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,6.0,England,Max,24455.61
Early Years Practitioner,3.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,27741.83
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,2.0,England,Max,22339.26
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,28218.01
Early Years Practitioner,3.0,,Max,28218.01
Early Years Practitioner,3.0,England,Max,25570.22
Early Years Practitioner,3.0,England,Max,35284.27
Early Years Practitioner,3.0,England,Max,35284.27
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,32921.01
Early Years Practitioner,2.0,England,Max,24073.49
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,48365.67
Early Years Practitioner,3.0,England,Max,25866.51
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,24797.75
Early Years Practitioner,2.0,England,Max,24088.77
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,27168.65
Early Years Practitioner,3.0,England,Max,29690.64
Early Years Practitioner,3.0,England,Max,24807.16
Early Years Practitioner,2.0,England,Max,20978.33
Early Years Practitioner,2.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,52908.77
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,2.0,England,Max,27512.56
Early Years Practitioner,2.0,England,Max,27512.56
Early Years Practitioner,2.0,England,Max,22927.13
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,37624.01
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,31670.01
Early Years Practitioner,3.0,England,Max,31670.01
Early Years Practitioner,3.0,England,Max,31670.01
Early Years Practitioner,6.0,England,Max,36683.41
Early Years Practitioner,3.0,England,Max,31745.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,31451.32
Early Years Practitioner,3.0,England,Max,29805.27
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,25984.08
Early Years Practitioner,3.0,England,Max,21398.66
Early Years Practitioner,6.0,England,Max,44678.51
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,25278.63
Early Years Practitioner,3.0,England,Max,41151.26
Early Years Practitioner,2.0,England,Max,23500.31
Early Years Practitioner,3.0,England,Max,20634.42
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,England,Max,23515.01
Early Years Practitioner,3.0,England,Max,24455.61
Early Years Practitioner,3.0,England,Max,29393.76
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,3.0,Wales,Max,23064.69
Early Years Practitioner,3.0,Wales,Max,36683.41
Early Years Practitioner,6.0,England,Max,29393.76
Early Years Practitioner,6.0,England,Max,41268.84
Early Years Practitioner,3.0,England,Max,25219.85
Early Years Practitioner,3.0,England,Max,33060.92
Early Years Practitioner,6.0,England,Max,21398.66
Early Years Practitioner,3.0,England,Max,27042.26
Early Years Practitioner,3.0,England,Max,27630.13
Early Years Practitioner,3.0,England,Max,32921.01
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,3.0,England,Max,34096.76
Early Years Practitioner,2.0,,Max,21324.58
Early Years Practitioner,3.0,England,Max,35272.51
Early Years Practitioner,3.0,England,Max,20634.42
Early Years Practitioner,3.0,England,Max,24690.76
Early Years Practitioner,6.0,England,Max,41151.26
Early Years Practitioner,3.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
Early Years Practitioner,6.0,England,Max,
